X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up,DeathsCumulative_DOD,DeathsToday_DOD,SevenDayAvg_Cases
-7.692596,53.288234,2020/12/03 00:00:00+00,183,73228,6,2080,2020/12/02 00:00:00+00,73157,5396,637,12240,9606,54,47,177,337,420,680,775,34495,38657,5,1900,4675,12805,12285,11488,11049,7818,36,0,0,0,278,979,1197,729,4197,3694,3221,2111,8,253
-7.692596,53.288234,2020/12/04 00:00:00+00,265,73491,6,2086,2020/12/03 00:00:00+00,73421,5404,639,12273,9640,55,47,177,338,420,682,776,34629,38787,5,1911,4719,12844,12332,11524,11087,7839,33,0,0,0,279,980,1198,730,4209,3704,3227,2116,5,262
-7.692596,53.288234,2020/12/05 00:00:00+00,456,73948,13,2099,2020/12/04 00:00:00+00,73866,5443,640,12347,9700,55,47,177,341,421,686,780,34846,39015,5,1927,4767,12900,12414,11585,11147,7886,38,0,0,0,280,992,1206,737,4239,3728,3248,2123,7,292
-7.692596,53.288234,2020/12/06 00:00:00+00,301,74246,0,2099,2020/12/05 00:00:00+00,74164,5456,641,12373,9722,55,48,178,342,421,686,780,34979,39180,5,1956,4819,12934,12458,11618,11186,7908,32,0,0,0,281,997,1207,741,4260,3734,3266,2125,2,292
-7.692596,53.288234,2020/12/07 00:00:00+00,242,74468,0,2099,2020/12/06 00:00:00+00,74405,5467,642,12411,9746,55,48,178,342,423,686,782,35091,39309,5,1970,4851,12962,12492,11661,11219,7931,37,0,0,0,282,1000,1210,742,4275,3744,3275,2129,4,283
-7.692596,53.288234,2020/12/08 00:00:00+00,215,74682,1,2097,2020/12/07 00:00:00+00,74616,5484,643,12439,9824,55,48,180,343,423,686,786,35184,39427,5,1976,4877,12990,12529,11693,11254,7957,36,0,0,0,283,1007,1211,744,4287,3747,3281,2137,8,276
-7.692596,53.288234,2020/12/09 00:00:00+00,227,74900,5,2102,2020/12/08 00:00:00+00,74836,5501,646,12471,9878,55,49,181,343,424,687,788,35279,39552,5,1985,4902,13025,12562,11731,11287,7976,37,0,0,0,284,1014,1214,745,4302,3753,3288,2144,7,269
-7.692596,53.288234,2020/12/10 00:00:00+00,310,75203,15,2117,2020/12/09 00:00:00+00,75145,5520,648,12510,9983,56,49,182,345,425,689,794,35441,39699,5,1996,4943,13064,12610,11778,11332,8024,39,0,0,0,285,1018,1216,745,4319,3762,3292,2148,4,288
-7.692596,53.288234,2020/12/11 00:00:00+00,313,75507,3,2120,2020/12/10 00:00:00+00,75457,5540,648,12553,10048,56,49,185,346,426,693,794,35585,39867,5,2010,4972,13119,12668,11832,11385,8046,34,0,0,0,286,1021,1221,748,4329,3772,3299,2151,3,294
-7.692596,53.288234,2020/12/12 00:00:00+00,247,75756,3,2123,2020/12/11 00:00:00+00,75699,5553,649,12584,10090,56,49,186,347,426,695,796,35707,39987,5,2020,5003,13153,12716,11870,11425,8065,34,0,0,0,287,1023,1224,750,4336,3784,3302,2157,6,265
-7.692596,53.288234,2020/12/13 00:00:00+00,429,76185,1,2124,2020/12/12 00:00:00+00,76125,5571,651,12638,10117,56,49,186,349,427,701,801,35903,40217,5,2038,5061,13227,12789,11929,11493,8098,34,0,0,0,288,1024,1225,752,4353,3800,3312,2162,5,283
-7.692596,53.288234,2020/12/14 00:00:00+00,264,76449,2,2126,2020/12/13 00:00:00+00,76388,5581,653,12648,10150,56,49,187,349,429,702,802,36032,40351,5,2040,5100,13272,12827,11977,11525,8119,36,0,0,0,289,1025,1227,754,4366,3813,3324,2162,0,286
-7.692596,53.288234,2020/12/15 00:00:00+00,329,76776,8,2134,2020/12/14 00:00:00+00,76716,5615,654,12680,10180,56,49,188,352,434,703,808,36193,40518,5,2045,5138,13334,12873,12036,11564,8157,37,0,0,0,290,1030,1238,756,4379,3831,3334,2166,4,302
-7.692596,53.288234,2020/12/16 00:00:00+00,431,77197,6,2140,2020/12/15 00:00:00+00,77143,5635,657,12739,10207,56,49,189,352,436,703,811,36374,40764,5,2063,5196,13397,12939,12115,11628,8205,35,0,0,0,291,1035,1244,759,4393,3844,3338,2169,3,331
-7.692596,53.288234,2020/12/17 00:00:00+00,484,77678,3,2143,2020/12/16 00:00:00+00,77624,5675,662,12799,10245,56,50,190,355,437,707,818,36618,41001,5,2081,5233,13470,13027,12183,11707,8268,37,0,0,0,292,1039,1257,765,4420,3864,3346,2174,5,356
-7.692596,53.288234,2020/12/18 00:00:00+00,582,78254,6,2149,2020/12/17 00:00:00+00,78202,5696,664,12863,10288,56,50,192,357,437,710,820,36929,41268,5,2100,5279,13542,13154,12267,11779,8346,38,0,0,0,293,1045,1261,767,4456,3887,3367,2182,8,395
-7.692596,53.288234,2020/12/19 00:00:00+00,527,78776,5,2154,2020/12/18 00:00:00+00,78730,5716,666,12908,10339,56,51,193,358,437,716,823,37200,41525,5,2123,5338,13613,13251,12362,11862,8404,36,0,0,0,294,1047,1265,769,4479,3900,3373,2189,7,435
-7.692596,53.288234,2020/12/20 00:00:00+00,764,79542,4,2158,2020/12/19 00:00:00+00,79489,5745,672,12964,10391,57,53,195,359,440,717,829,37603,41881,5,2155,5409,13773,13369,12495,11964,8480,34,0,0,0,295,1051,1272,771,4518,3920,3381,2194,5,483
-7.692596,53.288234,2020/12/21 00:00:00+00,727,80267,0,2158,2020/12/20 00:00:00+00,80215,5784,673,13050,10397,57,53,199,360,443,721,832,37961,42249,5,2188,5478,13871,13503,12609,12071,8562,36,0,0,0,296,1061,1282,775,4559,3948,3401,2198,4,549
-7.692596,53.288234,2020/12/22 00:00:00+00,970,81228,13,2171,2020/12/21 00:00:00+00,81181,5825,674,13162,10412,57,53,201,361,447,725,839,38430,42746,5,2237,5568,14020,13664,12781,12211,8664,37,0,0,0,297,1066,1293,782,4607,3980,3424,2202,4,640
-7.692596,53.288234,2020/12/23 00:00:00+00,938,82155,13,2184,2020/12/22 00:00:00+00,82116,5855,677,13256,10471,57,53,203,362,451,727,842,38846,43265,5,2267,5637,14210,13821,12943,12341,8770,36,0,0,0,298,1074,1296,789,4655,4005,3442,2212,10,713
-7.692596,53.288234,2020/12/24 00:00:00+00,922,83073,8,2192,2020/12/23 00:00:00+00,83034,5892,684,13348,10509,57,54,206,366,454,732,847,39286,43743,5,2305,5708,14402,13996,13087,12471,8860,33,0,0,0,299,1076,1306,793,4699,4031,3450,2227,15,775
-7.692596,53.288234,2020/12/25 00:00:00+00,1025,84098,2,2194,2020/12/24 00:00:00+00,84051,5935,690,13432,10557,57,56,208,369,458,735,853,39796,44250,5,2343,5786,14597,14189,13265,12603,8965,35,0,0,0,300,1082,1315,801,4751,4058,3469,2230,3,839
-7.692596,53.288234,2020/12/26 00:00:00+00,1296,85394,6,2200,2020/12/25 00:00:00+00,85343,5977,697,13498,10599,58,57,210,374,462,738,861,40459,44878,6,2378,5884,14887,14449,13433,12779,9120,33,0,0,0,301,1088,1321,807,4806,4089,3493,2237,7,948
-7.692596,53.288234,2020/12/27 00:00:00+00,744,86129,4,2204,2020/12/26 00:00:00+00,86085,6016,699,13561,10599,58,57,211,379,464,742,863,40846,45233,6,2395,5925,15028,14622,13539,12877,9198,34,0,0,0,302,1094,1336,811,4850,4122,3504,2244,7,946
-7.692596,53.288234,2020/12/28 00:00:00+00,765,86894,1,2205,2020/12/27 00:00:00+00,86846,6040,701,13598,10610,59,58,212,381,464,744,864,41246,45593,7,2429,5969,15183,14790,13668,12964,9275,33,0,0,0,303,1098,1343,816,4885,4144,3514,2253,9,951
-7.692596,53.288234,2020/12/29 00:00:00+00,1546,88439,9,2213,2020/12/28 00:00:00+00,88391,6092,707,13718,10615,60,60,212,383,468,750,869,42004,46380,7,2468,6082,15500,15115,13887,13171,9442,34,0,0,0,304,1111,1357,821,4976,4189,3536,2264,11,1033
-7.692596,53.288234,2020/12/30 00:00:00+00,1720,90159,13,2226,2020/12/29 00:00:00+00,90111,6171,712,13829,10623,61,62,215,392,471,757,882,42861,47243,7,2507,6171,15897,15457,14156,13415,9631,34,0,0,0,305,1122,1371,837,5061,4225,3566,2270,6,1145
-7.692596,53.288234,2020/12/31 00:00:00+00,1620,91779,12,2237,2020/12/30 00:00:00+00,91717,6243,723,13973,10648,61,62,218,400,476,762,890,43654,48055,8,2540,6246,16269,15808,14374,13640,9808,34,0,0,0,306,1137,1385,851,5143,4266,3598,2276,6,1245
-7.692596,53.288234,2021/01/01 00:00:00+00,1754,93532,11,2248,2020/12/31 00:00:00+00,93466,6331,729,14121,10695,61,64,228,406,485,774,901,44500,48958,8,2575,6335,16650,16175,14625,13876,10014,35,0,0,0,307,1152,1397,862,5245,4308,3638,2294,18,1349
-7.692596,53.288234,2021/01/02 00:00:00+00,3394,96926,4,2252,2021/01/01 00:00:00+00,96848,6416,738,14429,10736,63,65,232,409,493,786,910,46120,50720,8,2677,6523,17430,16785,15150,14358,10389,35,0,0,0,308,1170,1415,872,5423,4390,3698,2302,8,1649
-7.692596,53.288234,2021/01/03 00:00:00+00,4962,101887,7,2259,2021/01/02 00:00:00+00,101801,6539,754,14756,10760,65,66,233,412,504,809,934,48533,53260,8,2787,6810,18428,17777,15901,15099,10992,36,0,0,0,309,1189,1444,882,5713,4517,3752,2310,8,2251
-7.692596,53.288234,2021/01/04 00:00:00+00,6110,107997,6,2265,2021/01/03 00:00:00+00,107902,6725,773,15213,10762,69,67,241,425,525,830,963,51442,56452,8,2925,7152,19566,19060,16844,15976,11808,36,0,0,0,310,1219,1484,901,6041,4674,3831,2328,18,3015
-7.692596,53.288234,2021/01/05 00:00:00+00,5325,113322,17,2282,2021/01/04 00:00:00+00,113205,6854,787,15490,10770,70,67,248,435,536,842,979,53985,59212,8,3044,7471,20615,20110,17670,16745,12477,36,0,0,0,311,1242,1516,918,6324,4822,3902,2347,19,3555
-7.692596,53.288234,2021/01/06 00:00:00+00,7836,121154,17,2299,2021/01/05 00:00:00+00,121004,7060,818,16037,10814,72,67,253,452,549,866,1012,57720,63276,8,3193,7873,22130,21718,18928,17906,13449,36,0,0,0,312,1282,1559,947,6713,5044,4025,2361,14,4428
-7.692596,53.288234,2021/01/07 00:00:00+00,6521,127657,10,2307,2021/01/06 00:00:00+00,127507,7301,842,16562,10858,77,71,269,468,566,893,1043,60788,66711,8,3324,8181,23355,23014,20029,18896,14280,37,0,0,0,313,1334,1593,986,7060,5201,4142,2380,19,5128
-7.692596,53.288234,2021/01/08 00:00:00+00,8248,135884,20,2327,2021/01/07 00:00:00+00,135743,7589,879,17273,10912,81,71,280,491,592,919,1091,64640,71095,8,3464,8557,24905,24629,21415,20189,15310,38,0,0,0,314,1391,1643,1029,7538,5438,4273,2399,19,6056
-7.692596,53.288234,2021/01/09 00:00:00+00,4842,140727,9,2336,2021/01/08 00:00:00+00,140579,7759,901,17647,10963,84,71,282,497,600,937,1118,66945,73626,8,3546,8789,25844,25545,22184,20906,15946,38,0,0,0,315,1431,1683,1055,7821,5606,4366,2423,24,6263
-7.692596,53.288234,2021/01/10 00:00:00+00,6888,147613,8,2344,2021/01/09 00:00:00+00,147410,8021,934,18340,10984,86,72,292,508,621,962,1153,70194,77208,8,3670,9091,27119,26837,23307,22013,16790,38,0,0,0,316,1480,1746,1100,8218,5832,4507,2455,32,6538
-7.692596,53.288234,2021/01/11 00:00:00+00,4929,152539,8,2352,2021/01/10 00:00:00+00,152296,8200,954,18835,10988,88,73,294,516,631,978,1176,72439,79849,8,3772,9345,28009,27687,24085,22769,17394,39,0,0,0,317,1515,1801,1127,8555,6019,4635,2499,44,6369
-7.692596,53.288234,2021/01/12 00:00:00+00,3086,155591,46,2397,2021/01/11 00:00:00+00,155366,8481,981,19291,10989,90,74,302,532,644,999,1210,73858,81500,8,3829,9454,28463,28228,24587,23201,17808,42,0,0,0,318,1572,1885,1172,8775,6219,4776,2533,34,6050
-7.692596,53.288234,2021/01/13 00:00:00+00,3569,159144,63,2460,2021/01/12 00:00:00+00,158923,8726,1004,19767,11081,91,77,308,545,659,1023,1245,75477,83438,8,3888,9609,28965,28847,25167,23852,18284,42,0,0,0,319,1623,1940,1214,9011,6378,4896,2588,55,5440
-7.692596,53.288234,2021/01/14 00:00:00+00,3955,163057,28,2488,2021/01/13 00:00:00+00,162869,8981,1029,20287,11170,93,79,313,566,673,1050,1284,77305,85556,8,3962,9776,29526,29497,25840,24520,18812,42,0,0,0,320,1662,2011,1249,9244,6611,5055,2644,56,5073
-7.692596,53.288234,2021/01/15 00:00:00+00,3498,166548,50,2536,2021/01/14 00:00:00+00,166360,9251,1049,20806,11204,96,83,326,575,697,1081,1321,78887,87465,8,4026,9923,30023,30076,26439,25108,19257,42,0,0,0,321,1706,2067,1298,9463,6813,5205,2689,45,4395
-7.692596,53.288234,2021/01/16 00:00:00+00,3231,169780,60,2595,2021/01/15 00:00:00+00,169580,9472,1064,21298,11263,98,84,334,585,708,1108,1347,80382,89190,8,4102,10072,30458,30630,26977,25674,19655,42,0,0,0,322,1735,2127,1345,9651,6982,5352,2743,54,4165
-7.692596,53.288234,2021/01/17 00:00:00+00,2944,172726,13,2608,2021/01/16 00:00:00+00,172517,9597,1081,21747,11275,98,85,339,588,719,1118,1367,81732,90777,8,4176,10234,30919,31138,27467,26150,20025,40,0,0,0,323,1754,2160,1368,9807,7115,5458,2804,61,3601
-7.692596,53.288234,2021/01/18 00:00:00+00,2121,174843,8,2616,2021/01/17 00:00:00+00,174627,9687,1095,22077,11296,99,85,344,592,727,1130,1379,82727,91892,8,4215,10323,31264,31517,27853,26473,20274,39,0,0,0,324,1766,2182,1382,9922,7213,5545,2851,47,3200
-7.692596,53.288234,2021/01/19 00:00:00+00,2001,176839,93,2708,2021/01/18 00:00:00+00,176617,9887,1117,22455,11368,101,86,350,601,742,1144,1409,83616,92993,8,4260,10420,31545,31863,28181,26787,20506,42,0,0,0,325,1808,2224,1421,10056,7330,5640,2918,67,3045
-7.692596,53.288234,2021/01/20 00:00:00+00,2488,179324,61,2768,2021/01/19 00:00:00+00,179090,10054,1129,22932,11415,101,86,361,605,755,1159,1429,84709,94373,8,4303,10511,31854,32256,28628,27248,20812,43,0,0,0,326,1831,2267,1459,10212,7465,5772,2977,59,2891
-7.692596,53.288234,2021/01/21 00:00:00+00,2608,181922,51,2818,2021/01/20 00:00:00+00,181688,10210,1140,23388,11461,103,88,363,617,765,1174,1455,85959,95721,8,4360,10616,32188,32721,29086,27720,21139,42,0,0,0,327,1859,2303,1482,10366,7600,5862,3034,57,2698
-7.692596,53.288234,2021/01/22 00:00:00+00,2371,184279,52,2870,2021/01/21 00:00:00+00,184052,10369,1154,23721,11488,106,89,370,622,776,1186,1474,87110,96934,8,4419,10741,32525,33153,29475,28069,21429,40,0,0,0,328,1887,2352,1506,10507,7735,5969,3106,72,2537
-7.692596,53.288234,2021/01/23 00:00:00+00,1910,186184,77,2947,2021/01/22 00:00:00+00,185954,10481,1164,23994,11518,106,90,372,629,783,1195,1487,87994,97952,8,4471,10831,32792,33509,29814,28365,21633,40,0,0,0,329,1903,2382,1533,10604,7841,6064,3167,61,2349
-7.692596,53.288234,2021/01/24 00:00:00+00,1378,187554,23,2970,2021/01/23 00:00:00+00,187323,10554,1172,24184,11539,106,90,372,636,786,1201,1495,88634,98681,8,4498,10910,32995,33766,30047,28575,21802,39,0,0,0,330,1916,2405,1546,10681,7906,6113,3217,50,2125
-7.692596,53.288234,2021/01/25 00:00:00+00,1372,188923,7,2978,2021/01/24 00:00:00+00,188687,10645,1178,24434,11561,107,91,378,643,790,1208,1510,89249,99430,8,4548,10975,33172,34006,30278,28788,21957,41,0,0,0,331,1930,2426,1561,10752,7981,6200,3289,72,2018
-7.692596,53.288234,2021/01/26 00:00:00+00,928,189851,90,3066,2021/01/25 00:00:00+00,189603,10767,1186,24624,11600,108,91,383,647,796,1216,1520,89666,99929,8,4571,11019,33291,34148,30411,28930,22058,44,0,0,0,332,1946,2468,1591,10810,8064,6271,3343,54,1865
-7.692596,53.288234,2021/01/27 00:00:00+00,1335,191182,54,3120,2021/01/26 00:00:00+00,190930,10874,1197,24851,11627,109,93,387,656,803,1224,1532,90282,100640,8,4618,11084,33475,34352,30633,29138,22200,43,0,0,0,333,1967,2495,1607,10905,8146,6349,3418,75,1700
-7.692596,53.288234,2021/01/28 00:00:00+00,1466,192645,47,3167,2021/01/27 00:00:00+00,192389,10989,1205,25042,11645,111,94,390,668,811,1236,1542,90975,101406,8,4655,11173,33693,34565,30883,29361,22351,41,0,0,0,334,1991,2518,1627,10997,8241,6440,3492,74,1537
-7.692596,53.288234,2021/01/29 00:00:00+00,1254,193892,48,3214,2021/01/28 00:00:00+00,193632,11091,1209,25231,11667,111,95,393,671,814,1249,1553,91566,102058,8,4687,11236,33872,34777,31066,29558,22506,42,0,0,0,335,2013,2544,1647,11077,8318,6505,3558,66,1377
-7.692596,53.288234,2021/01/30 00:00:00+00,1414,195303,79,3292,2021/01/29 00:00:00+00,194994,11182,1219,25432,11723,115,97,398,679,823,1256,1568,92209,102777,8,4736,11325,34059,35024,31305,29774,22648,38,0,0,0,336,2027,2563,1655,11160,8381,6552,3607,49,1306
-7.692596,53.288234,2021/01/31 00:00:00+00,1247,196547,15,3307,2021/01/30 00:00:00+00,196237,11269,1225,25627,11727,115,97,399,686,832,1264,1579,92789,103440,8,4777,11390,34264,35222,31539,29945,22778,39,0,0,0,337,2041,2583,1672,11229,8446,6617,3661,54,1288
-7.692596,53.288234,2021/02/01 00:00:00+00,1062,197553,10,3317,2021/01/31 00:00:00+00,197295,11326,1231,25791,11739,115,97,399,690,835,1272,1589,93300,103987,8,4801,11442,34418,35405,31730,30105,22894,41,0,0,0,338,2053,2591,1684,11296,8497,6677,3718,57,1243
-7.692596,53.288234,2021/02/02 00:00:00+00,879,198424,101,3418,2021/02/01 00:00:00+00,198166,11416,1236,25943,11802,115,97,404,698,843,1278,1601,93714,104444,8,4824,11494,34550,35529,31887,30236,22986,41,0,0,0,339,2067,2613,1699,11339,8548,6743,3795,77,1236
-7.692596,53.288234,2021/02/03 00:00:00+00,1013,199430,94,3512,2021/02/02 00:00:00+00,199173,11509,1245,26086,11822,115,97,409,708,849,1292,1611,94179,104985,9,4859,11563,34690,35685,32051,30396,23092,41,0,0,0,340,2078,2633,1716,11400,8603,6804,3854,59,1190
-7.692596,53.288234,2021/02/04 00:00:00+00,1318,200744,75,3586,2021/02/03 00:00:00+00,200485,11619,1250,26225,11847,116,98,411,719,854,1304,1627,94806,105670,9,4893,11652,34911,35892,32261,30589,23249,40,0,0,0,341,2099,2656,1733,11485,8663,6859,3906,52,1169
-7.692596,53.288234,2021/02/05 00:00:00+00,1047,201763,35,3621,2021/02/04 00:00:00+00,201525,11724,1256,26351,11872,117,98,417,723,865,1315,1644,95310,106206,9,4927,11736,35074,36065,32410,30751,23370,38,0,0,0,342,2112,2676,1755,11534,8722,6905,3946,40,1140
-7.692596,53.288234,2021/02/06 00:00:00+00,827,202548,55,3674,2021/02/05 00:00:00+00,202351,11787,1263,26428,11900,118,99,420,724,868,1322,1651,95720,106622,9,4963,11810,35188,36185,32589,30880,23437,38,0,0,0,343,2127,2690,1766,11574,8760,6934,3975,29,1056
-7.692596,53.288234,2021/02/07 00:00:00+00,1024,203568,12,3686,2021/02/06 00:00:00+00,203374,11849,1271,26514,11922,120,99,422,727,877,1329,1659,96209,107156,9,4992,11910,35397,36353,32747,31026,23536,35,0,0,0,344,2135,2705,1774,11627,8796,6959,4020,45,1024
-7.692596,53.288234,2021/02/08 00:00:00+00,829,204397,6,3687,2021/02/07 00:00:00+00,204200,11910,1277,26600,11922,121,99,426,734,877,1335,1666,96608,107583,9,5050,11996,35537,36479,32864,31146,23601,35,0,0,0,345,2142,2721,1787,11666,8838,6992,4057,37,991
-7.692596,53.288234,2021/02/09 00:00:00+00,556,204940,68,3752,2021/02/08 00:00:00+00,204753,11985,1285,26670,11930,121,102,429,737,888,1341,1675,96894,107850,9,5072,12046,35626,36555,32961,31237,23649,39,0,0,0,346,2155,2741,1794,11697,8872,7007,4114,57,944
-7.692596,53.288234,2021/02/10 00:00:00+00,1006,205939,54,3794,2021/02/09 00:00:00+00,205757,12069,1300,26744,11955,124,106,432,740,894,1354,1688,97373,108375,9,5132,12153,35783,36730,33113,31368,23763,35,0,0,0,347,2167,2760,1802,11749,8910,7025,4160,46,943
-7.692596,53.288234,2021/02/11 00:00:00+00,867,206801,52,3846,2021/02/10 00:00:00+00,206618,12126,1308,26807,11990,126,107,436,744,900,1362,1696,97773,108836,9,5171,12238,35929,36879,33257,31483,23848,35,0,0,0,348,2173,2774,1806,11786,8951,7044,4189,29,879
-7.692596,53.288234,2021/02/12 00:00:00+00,921,207720,23,3865,2021/02/11 00:00:00+00,207538,12202,1314,26877,12034,127,108,442,751,909,1367,1707,98227,109302,9,5215,12327,36085,37052,33401,31593,23943,34,0,0,0,349,2182,2790,1817,11830,8987,7073,4226,37,861
-7.692596,53.288234,2021/02/13 00:00:00+00,1078,208796,66,3931,2021/02/12 00:00:00+00,208612,12265,1319,26975,12071,129,108,446,760,913,1372,1714,98750,109852,10,5263,12443,36338,37228,33560,31720,24039,32,0,0,0,350,2193,2804,1824,11885,9017,7087,4252,26,897
-7.692596,53.288234,2021/02/14 00:00:00+00,788,209582,17,3948,2021/02/13 00:00:00+00,209397,12301,1322,27019,12112,129,109,448,761,917,1375,1719,99163,110223,11,5318,12539,36501,37357,33672,31824,24096,31,0,0,0,351,2201,2809,1831,11917,9035,7106,4279,27,863
-7.692596,53.288234,2021/02/15 00:00:00+00,821,210402,0,3948,2021/02/14 00:00:00+00,210215,12343,1328,27065,12115,131,109,450,764,920,1382,1723,99592,110612,11,5365,12629,36686,37482,33794,31928,24165,31,0,0,0,352,2206,2817,1839,11952,9057,7125,4308,29,862
-7.692596,53.288234,2021/02/16 00:00:00+00,744,211113,33,3980,2021/02/15 00:00:00+00,210955,12416,1333,27111,12115,133,109,453,770,923,1393,1732,99967,110977,11,5404,12717,36857,37599,33886,32009,24225,30,0,0,0,353,2216,2839,1846,11986,9103,7137,4339,31,889
-7.692596,53.288234,2021/02/17 00:00:00+00,650,211751,57,4036,2021/02/16 00:00:00+00,211601,12479,1339,27154,12177,133,109,455,778,928,1402,1738,100293,111297,11,5431,12763,36998,37689,33996,32108,24281,37,0,0,0,354,2226,2851,1857,12014,9134,7155,4362,23,838
-7.692596,53.288234,2021/02/18 00:00:00+00,901,212647,47,4082,2021/02/17 00:00:00+00,212500,12556,1346,27215,12217,133,109,458,784,935,1408,1752,100770,111719,11,5469,12835,37162,37850,34150,32221,24367,36,0,0,0,355,2245,2865,1865,12060,9173,7181,4396,34,843
-7.692596,53.288234,2021/02/19 00:00:00+00,763,213400,28,4109,2021/02/18 00:00:00+00,213261,12609,1350,27266,12237,135,110,464,788,939,1409,1759,101144,112106,11,5512,12905,37346,37979,34269,32301,24427,30,0,0,0,356,2255,2876,1872,12096,9192,7202,4416,20,820
-7.692596,53.288234,2021/02/20 00:00:00+00,988,214378,26,4135,2021/02/19 00:00:00+00,214244,12672,1355,27322,12267,136,111,469,790,950,1414,1769,101630,112603,11,5579,13002,37565,38118,34431,32408,24512,32,0,0,0,357,2267,2884,1880,12139,9229,7229,4445,29,807
-7.692596,53.288234,2021/02/21 00:00:00+00,679,215057,1,4136,2021/02/20 00:00:00+00,214921,12706,1355,27371,12267,137,111,472,792,954,1417,1776,101965,112945,11,5622,13078,37714,38226,34536,32475,24579,32,0,0,0,358,2272,2888,1885,12174,9245,7240,4461,16,792
-7.692596,53.288234,2021/02/22 00:00:00+00,686,215743,1,4137,2021/02/21 00:00:00+00,215603,12743,1359,27431,12296,140,112,474,796,960,1425,1780,102291,113301,11,5667,13152,37837,38333,34633,32583,24654,34,0,0,0,359,2275,2891,1888,12202,9260,7250,4479,18,773
-7.692596,53.288234,2021/02/23 00:00:00+00,575,216300,45,4181,2021/02/22 00:00:00+00,216177,12795,1361,27472,12317,140,112,476,801,965,1431,1783,102567,113599,11,5702,13223,37955,38412,34720,32645,24706,32,0,0,0,360,2283,2905,1897,12225,9291,7266,4499,20,748
-7.692596,53.288234,2021/02/24 00:00:00+00,574,216870,56,4237,2021/02/23 00:00:00+00,216750,12830,1364,27518,12392,141,112,482,803,969,1438,1786,102853,113886,11,5733,13271,38076,38500,34818,32722,24755,34,0,0,0,361,2286,2909,1902,12248,9312,7283,4525,26,738
-7.692596,53.288234,2021/02/25 00:00:00+00,613,217478,35,4271,2021/02/24 00:00:00+00,217358,12860,1367,27562,12462,141,112,484,805,970,1444,1792,103159,114188,11,5761,13316,38208,38601,34914,32803,24811,34,0,0,0,362,2290,2913,1906,12280,9331,7300,4553,28,696
-7.692596,53.288234,2021/02/26 00:00:00+00,776,218251,29,4300,2021/02/25 00:00:00+00,218130,12903,1371,27602,12524,141,112,488,808,975,1453,1792,103554,114565,11,5804,13393,38356,38727,35035,32934,24853,34,0,0,0,363,2298,2923,1910,12310,9362,7323,4565,12,698
-7.692596,53.288234,2021/02/27 00:00:00+00,738,218980,13,4316,2021/02/26 00:00:00+00,218862,12933,1374,27638,12580,142,113,489,810,979,1454,1797,103907,114944,11,5872,13476,38485,38860,35144,33016,24920,31,0,0,0,364,2306,2926,1914,12339,9382,7335,4581,16,663
-7.692596,53.288234,2021/02/28 00:00:00+00,612,219952,6,4319,2021/02/27 00:00:00+00,219464,12962,1380,27674,12643,144,114,489,812,981,1461,1801,104202,115251,11,5907,13541,38608,38970,35247,33096,24970,32,0,0,0,365,2307,2932,1918,12354,9396,7342,4599,18,653
-7.692596,53.288234,2021/03/01 00:00:00+00,687,220273,1,4319,2021/02/28 00:00:00+00,220147,12986,1382,27706,12661,145,115,490,814,981,1464,1803,104552,115583,12,5957,13633,38752,39085,35329,33182,25028,30,0,0,0,366,2312,2938,1921,12384,9411,7353,4610,11,653
-7.692596,53.288234,2021/03/02 00:00:00+00,369,220630,14,4333,2021/03/01 00:00:00+00,220505,13012,1383,27731,12670,145,115,493,815,981,1469,1804,104715,115778,12,5981,13670,38821,39134,35386,33231,25063,34,0,0,0,367,2318,2945,1924,12402,9423,7361,4624,14,624
-7.692596,53.288234,2021/03/03 00:00:00+00,566,221189,25,4357,2021/03/02 00:00:00+00,221062,13043,1387,27769,12762,145,115,494,822,985,1472,1812,104993,116056,13,6015,13729,38917,39232,35476,33311,25122,34,0,0,0,368,2321,2949,1925,12426,9435,7366,4638,14,623
-7.692596,53.288234,2021/03/04 00:00:00+00,462,221649,39,4396,2021/03/03 00:00:00+00,221513,13078,1390,27796,12861,145,115,497,826,989,1476,1816,105211,116289,13,6044,13773,39019,39304,35540,33364,25170,31,0,0,0,369,2326,2957,1928,12445,9451,7370,4647,9,601
-7.692596,53.288234,2021/03/05 00:00:00+00,522,222169,9,4405,2021/03/04 00:00:00+00,222031,13107,1392,27821,12936,146,115,498,830,992,1481,1820,105486,116532,13,6077,13837,39091,39403,35621,33433,25231,33,0,0,0,370,2329,2961,1932,12467,9462,7376,4661,14,565
